# ident               redshift   spec1                      i-megacam   i-megacam_err   u-megacam   u-megacam_err   g-megacam   g-megacam_err   r-megacam   r-megacam_err   i-megacam   i-megacam_err   z-megacam   z-megacam_err   J-wircam   J-wircam_err   H-wircam   H-wircam_err   K-wircam   K-wircam_err  
  SPARTAN_comb_N1087  1.1251     SPARTAN_comb_N1087_1.spec  22.201      0.0             23.3945     0.4031          23.1409     0.4137          22.8025     0.1536          22.201      0.1575          21.4438     0.2775          20.924     0.9134         20.6107    0.8868         20.3254    0.7783        
  SPARTAN_comb_N1088  1.1253     SPARTAN_comb_N1088_1.spec  22.6066     0.0             28.6221     0.3084          27.1308     0.4246          24.3061     0.2465          22.6066     0.1644          21.1818     0.3375          19.5052    1.0142         18.6962    0.3465         17.9026    0.1739        
  SPARTAN_comb_N1089  1.1254     SPARTAN_comb_N1089_1.spec  23.4649     0.0             24.4081     0.1663          24.1876     0.1219          23.9319     0.1147          23.4649     0.2264          22.8357     0.4193          22.5245    0.7951         22.3053    1.0424         22.0485    0.6889        
  SPARTAN_comb_N1090  1.1256     SPARTAN_comb_N1090_1.spec  22.1495     0.0             22.2529     0.2329          22.2544     0.2011          22.2792     0.143           22.1495     0.2452          21.8029     0.6524          21.8175    1.4773         21.7308    0.725          21.3815    1.4139        
  SPARTAN_comb_N1091  1.1278     SPARTAN_comb_N1091_1.spec  22.7871     0.0             24.5856     0.5751          24.0138     0.1535          23.4968     0.2378          22.7871     0.3425          22.0834     0.1541          21.389     0.0417         20.8574    0.8284         20.3326    0.6006        
  SPARTAN_comb_N1092  1.1285     SPARTAN_comb_N1092_1.spec  22.9997     0.0             24.9767     0.0848          24.313      0.4357          23.7343     0.1067          22.9997     0.3574          22.1573     0.1636          21.191     0.5506         20.4788    0.5831         19.7117    0.1455        
  SPARTAN_comb_N1093  1.1293     SPARTAN_comb_N1093_1.spec  22.6031     0.0             24.1535     0.6018          23.5383     0.2875          23.1002     0.1482          22.6031     0.3995          22.2193     0.2046          21.8514    0.4588         21.2796    0.173          20.375     0.1526        
  SPARTAN_comb_N1094  1.13       SPARTAN_comb_N1094_1.spec  23.0911     0.0             23.8798     0.1356          23.6576     0.2853          23.4556     0.2864          23.0911     0.2604          22.583      0.5556          22.3093    0.6996         22.0661    0.6692         21.7332    0.1628        
  SPARTAN_comb_N1095  1.1311     SPARTAN_comb_N1095_1.spec  23.201      0.0             24.4607     1.2402          24.0899     0.0042          23.737      0.2797          23.201      0.3393          22.5126     0.3698          21.9725    0.2627         21.5817    0.5388         21.1653    0.1444        
  SPARTAN_comb_N1096  1.1318     SPARTAN_comb_N1096_1.spec  23.2218     0.0             26.5797     0.0081          25.4875     0.5795          24.3519     0.2073          23.2218     0.0695          22.1336     0.3079          21.2532    0.8851         20.8239    0.667          20.5037    0.5782        
  SPARTAN_comb_N1097  1.132      SPARTAN_comb_N1097_1.spec  23.8467     0.0             24.5306     0.4897          24.365      0.1651          24.201      0.1618          23.8467     0.3004          23.4226     0.4342          23.2273    0.4366         23.0414    0.7756         22.7554    1.1399        
  SPARTAN_comb_N1098  1.1323     SPARTAN_comb_N1098_1.spec  22.9188     0.0             28.0621     0.9277          26.2048     0.3491          24.1795     0.3454          22.9188     0.2019          21.8537     0.2774          20.8254    0.1343         20.4938    0.5068         20.1172    0.8455        
  SPARTAN_comb_N1099  1.1327     SPARTAN_comb_N1099_1.spec  22.6134     0.0             26.8194     0.2406          25.7359     0.2985          24.1419     0.2024          22.6134     0.1149          21.3215     0.0315          19.6711    0.7314         18.7306    0.8183         18.0563    0.1954        
  SPARTAN_comb_N1100  1.1328     SPARTAN_comb_N1100_1.spec  22.5923     0.0             23.6738     0.2951          23.4455     0.1948          23.1459     0.1707          22.5923     0.048           21.8851     0.5723          21.3307    0.6436         20.9859    0.9491         20.6709    0.0771        
  SPARTAN_comb_N1101  1.1334     SPARTAN_comb_N1101_1.spec  22.0927     0.0             23.6214     0.1028          23.1091     0.1656          22.6911     0.1412          22.0927     0.2695          21.7441     0.4993          21.3085    0.5405         20.8529    0.2149         20.2299    0.2038        
  SPARTAN_comb_N1102  1.134      SPARTAN_comb_N1102_1.spec  22.3204     0.0             22.401      0.2085          22.402      0.0934          22.4329     0.1616          22.3204     0.1476          21.9832     0.2537          22.0165    0.9477         21.9353    0.9677         21.585     0.6791        
  SPARTAN_comb_N1103  1.134      SPARTAN_comb_N1103_1.spec  23.4439     0.0             24.6247     0.0641          24.3633     0.0471          24.0208     0.4079          23.4439     0.0831          22.5805     0.3806          22.152     0.6202         21.925     0.877          21.5712    0.1733        
  SPARTAN_comb_N1104  1.1342     SPARTAN_comb_N1104_1.spec  22.9971     0.0             28.1123     0.5863          25.991      0.1508          24.2122     0.1515          22.9971     0.2666          22.062      0.1838          21.0482    0.0363         20.6244    0.1693         20.3401    0.5139        
  SPARTAN_comb_N1105  1.1361     SPARTAN_comb_N1105_1.spec  23.0622     0.0             24.581      0.2863          24.0768     0.1143          23.6665     0.1294          23.0622     0.2315          22.7598     0.1801          22.362     0.7434         21.9118    0.3028         21.2621    0.8554        
  SPARTAN_comb_N1106  1.1369     SPARTAN_comb_N1106_1.spec  23.5891     0.0             24.4609     0.063           24.1929     0.0488          23.9678     0.2188          23.5891     0.1856          23.0132     0.009           22.577     0.9116         22.2273    0.8619         21.7166    0.96          
  SPARTAN_comb_N1107  1.137      SPARTAN_comb_N1107_1.spec  22.5418     0.0             23.3947     0.3159          23.1332     0.3508          22.9214     0.1458          22.5418     0.2738          22.2601     0.0633          22.0739    0.1636         21.8231    0.7317         21.4042    0.508         
  SPARTAN_comb_N1108  1.1372     SPARTAN_comb_N1108_1.spec  22.6409     0.0             24.2435     0.0322          23.9047     0.0833          23.406      0.2063          22.6409     0.205           21.7415     0.5291          20.9805    0.9813         20.5654    0.3637         20.2279    0.2277        
  SPARTAN_comb_N1109  1.1377     SPARTAN_comb_N1109_1.spec  23.7857     0.0             24.1055     1.7107          24.0828     0.4458          24.0364     0.1904          23.7857     0.1723          23.2538     0.0498          22.9432    0.392          22.7648    0.5447         22.4192    0.183         
  SPARTAN_comb_N1110  1.1378     SPARTAN_comb_N1110_1.spec  24.093      0.0             24.8669     0.111           24.6824     0.0274          24.4865     0.2926          24.093      0.1388          23.5681     0.2228          23.3024    0.1984         23.0917    0.0788         22.817     0.5584        
  SPARTAN_comb_N1111  1.1381     SPARTAN_comb_N1111_1.spec  23.6241     0.0             24.1487     0.4556          24.0749     0.3301          23.9567     0.1496          23.6241     0.2365          23.0893     0.4336          22.9169    0.0321         22.7961    0.6054         22.6099    0.0301        
  SPARTAN_comb_N1112  1.1383     SPARTAN_comb_N1112_1.spec  23.0453     0.0             22.8394     0.4933          22.9781     0.146           23.1093     0.112           23.0453     0.3811          23.0262     0.398           23.3169    0.6958         23.3891    0.8801         23.1925    0.33          
  SPARTAN_comb_N1113  1.1386     SPARTAN_comb_N1113_1.spec  22.4366     0.0             22.7626     0.2133          22.6425     0.3049          22.5885     0.378           22.4366     0.4162          22.1387     0.5131          22.2015    0.6918         22.0552    0.9604         21.5894    0.8896        
  SPARTAN_comb_N1114  1.1388     SPARTAN_comb_N1114_1.spec  23.6455     0.0             24.2673     0.1456          24.1152     0.0219          23.9701     0.057           23.6455     0.3232          23.0674     0.3802          22.7147    0.5745         22.468     0.8822         22.0539    0.6256        
  SPARTAN_comb_N1115  1.1389     SPARTAN_comb_N1115_1.spec  22.5866     0.0             24.1346     0.2636          23.569      0.1835          23.1367     0.1473          22.5866     0.4102          22.1986     0.0388          21.7244    0.7175         21.188     1.0955         20.5353    0.7878        
  SPARTAN_comb_N1116  1.139      SPARTAN_comb_N1116_1.spec  23.3106     0.0             25.7869     0.9945          25.1018     0.1306          24.3478     0.2403          23.3106     0.1902          22.1221     0.7393          20.486     0.7927         19.5267    1.2127         18.5992    0.5198        
  SPARTAN_comb_N1117  1.1392     SPARTAN_comb_N1117_1.spec  22.4671     0.0             22.7711     0.2006          22.7415     0.0785          22.6997     0.1029          22.4671     0.1024          21.9399     0.0297          21.7463    0.7418         21.6174    0.6004         21.2945    0.4536        
  SPARTAN_comb_N1118  1.1392     SPARTAN_comb_N1118_1.spec  23.2732     0.0             24.4421     0.6004          24.07       0.061           23.7696     0.128           23.2732     0.3807          23.0422     0.1538          22.7938    0.1482         22.4482    0.5            21.8805    1.5056        
  SPARTAN_comb_N1119  1.1393     SPARTAN_comb_N1119_1.spec  23.6409     0.0             25.0462     0.2707          24.6111     0.0424          24.2167     0.2587          23.6409     0.1264          23.0307     0.387           22.5073    1.4561         22.0925    0.6548         21.6462    0.5092        
  SPARTAN_comb_N1120  1.1394     SPARTAN_comb_N1120_1.spec  23.4093     0.0             24.1947     0.3481          24.0106     0.502           23.8123     0.0513          23.4093     0.0495          22.8746     0.3401          22.575     1.064          22.3459    0.5629         22.0644    0.9257        
  SPARTAN_comb_N1121  1.1397     SPARTAN_comb_N1121_1.spec  23.659      0.0             24.3076     0.5048          24.106      0.175           23.948      0.198           23.659      0.391           23.2893     0.5078          23.1183    0.4172         22.8929    1.365          22.5427    0.2017        
  SPARTAN_comb_N1122  1.14       SPARTAN_comb_N1122_1.spec  22.9094     0.0             23.5123     0.4335          23.3654     0.0448          23.227      0.1226          22.9094     0.3266          22.3444     0.3873          21.9533    1.3119         21.6852    0.5937         21.2585    0.5886        
  SPARTAN_comb_N1123  1.1405     SPARTAN_comb_N1123_1.spec  22.9421     0.0             23.4331     1.2537          23.3102     0.4273          23.2173     0.111           22.9421     0.1352          22.7735     0.6735          22.7649    0.8655         22.623     0.5357         22.2647    0.7146        
  SPARTAN_comb_N1124  1.1408     SPARTAN_comb_N1124_1.spec  21.775      0.0             22.9933     0.4259          22.629      0.2824          22.289      0.1446          21.775      0.2898          21.1103     0.5856          20.5345    0.9628         20.1197    1.0214         19.6862    0.9527        
  SPARTAN_comb_N1125  1.1408     SPARTAN_comb_N1125_1.spec  22.4914     0.0             23.6113     0.1655          23.5423     0.0504          23.1703     0.1012          22.4914     0.3364          21.7221     0.6394          20.9858    0.5114         20.6593    1.0378         20.415     0.7623        
